,CollegeName,TotalRegistrations,State
1449,GOKARAJU RANGARAJU INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1450,GOLLA SAI KUMAR,1,Telangana
1451,GOVERNMENT COLLEGE AUTONOMOUS RAJAHMUNDRY,1,Andhra Pradesh
1452,GOVERNMENT DEGREE COLLEGE FOR WOMEN,1,Telangana
1453,NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,1,Uttarakhand
1454,NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL(NITW),1,Not Found
1455,"NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL, NITW",1,Telangana
1456,"NATIONAL INSTITUTE OF TECHNOLOGY, AGARTALA",1,Tripura
1457,"NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH",1,Andhra Pradesh
1458,"NATIONAL INSTITUTE OF TECHNOLOGY, CALICUT",1,Kerala
1459,"NATIONAL INSTITUTE OF TECHNOLOGY, SILCHAR",1,Assam
1460,NIT Karnataka,1,Karnataka
1461,NIT NAGALAND,1,Nagaland
1462,NIT PATNA,1,Not Found
1463,NIT ROURKELA,1,Odisha
1464,NEAR POLMON COMPANY,1,Maharashtra
1465,NEW ENGLAND COLLEGE,1,US
1466,NEW JERSEY INSTITUTE OF TECHNOLOGY,1,US
1467,NEWTON SCHOOL OF TECHNOLOGY(RISHIHOOD UNIVERSITY),1,Haryana
1468,NIFT,1,Delhi
1469,NIMMA SECURITY PRIVATE LIMITED,1,Telangana
1470,NIMRA ENGINEERING AND TECHNOLOGY,1,Telangana
1471,NISHITHA DEGREE & PG COLLEGE,1,Telangana
1472,NISHITHA DEGREE AND PG COLLEGE,1,Telangana
1473,"NISHITHA DEGREE AND PG COLLEGE, NIZAMABAD",1,Telangana
1474,NATIONAL INSTITUTE OF TECHNOLOGY TIRUCHIRAPPALLI,1,Tamil Nadu
1475,GMRIT,1,Not Found
1476,GITAM HYDERABAD,1,Not Found
1477,GITAM UNIVERSITY BENGALURU,1,Karnataka
1478,"GITAM UNIVERSITY, BANGALORE",1,Not Found
1479,"GITAM UNIVERSITY, BENGALURU",1,Karnataka
1480,GITAM(GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT),1,Andhra Pradesh
1481,"GLA UNIVERSITY , MATHURA",1,Not Found
1482,"GLA UNIVERSITY,MATHURA",1,Uttar Pradesh
1483,GD.GOENKA UNIVERSITY,1,Haryana
1484,NIT - Warangal,1,Telangana
1485,NIT ANDHRA,1,Andhra Pradesh
1486,NIT ANDHRAPRADESH,1,Andhra Pradesh
1487,NIT AP,1,Andhra Pradesh
1488,NIT BHOPAL,1,Madhya Pradesh
1489,NIT DELHI,1,Delhi
1490,NIT JALANDHAR,1,Punjab
1491,NIT KURUKSHETRA,1,Not Found
1492,GEORGE MASON UNIVERSITY,1,US
1493,GEORGIA INSTITUTE OF TECHNOLOGY,1,US
1494,GGC,1,Gujarat
1495,GIET UNIVERSITY,1,Odisha
1496,"GIET UNIVERSITY, GUNUPUR",1,Odisha
1497,"GIRRAJ GOVT COLLEGE, NZD",1,Rajasthan
1498,GITAM - GANDHI INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1499,NITHIN KUMAR KODIPYAKA,1,Telangana
1500,NITRA TECHNICAL CAMPUS,1,Uttar Pradesh
1501,"NIZAM COLLEGE AUTONOMOUS, BASHEER BAGH, HYDERABAD, TELANGANA 500001",1,Telangana
1502,NIZAM COLLEGE BASHEERBAGH HYDERABAD,1,Telangana
1503,"NIZAM COLLEGE, OSMANIA UNIVERSITY",1,Telangana
1504,NMIMS,1,Maharashtra
1505,NOIDA INTERNATIONAL UNIVERSITY,1,Not Found
1506,NORTH CAROLINA STATE UNIVERSITY,1,US
1507,NISHITHA DEGREE COLLEGE(AUTONOMOUS),1,Telangana
1508,O. U (UNIVERSITY OF SCIENCE),1,Not Found
1509,OLD BRIDGE HIGH SCHOOL,1,US
1510,OMEGA BUSINESS SCHOOL,1,Tamil Nadu
1511,ONLINE CHANDIGARH UNIVERSITY,1,Punjab
1512,ORABASE SOLUTIONS LLC,1,-
1513,"NRI INSTITUE OF TECHNOLOGY, AGIRIPALLI",1,Not Found
1514,"NRI INSTITUTE OF TECHNOLOGY, AGIRIPALLI.",1,Andhra Pradesh
1515,"NRI INSTITUTE OF TECHNOLOGY, GUNTUR",1,Andhra Pradesh
1516,"NRI INSTITUTE OF TECHOLOGY , POTHAVARAPADU",1,Andhra Pradesh
1517,NRIA NRI INSTITUTE OF TECHNOLOGY,1,Not Found
1518,NRIIT,1,Andhra Pradesh
1519,NSAKCET,1,Telangana
1520,NSUT,1,Delhi
1521,NIT-PATNA (NATIONAL INSTITUTE OF TECHNOLOGY- PATNA),1,Not Found
1522,GDGD,1,Gujarat
1523,GENPACT PVT LTD,1,Haryana
1524,GAYATRI VIDYA PARISHAD COLLAGE FOR DEGREE AND PG COURSES,1,Andhra Pradesh
1525,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES(A),1,Andhra Pradesh
1526,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING FOR WOMEN,1,Andhra Pradesh
1527,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING VIZAG,1,Andhra Pradesh
1528,GAYATRI VIDYA PARISHAD OF ENGINEERING,1,Andhra Pradesh
1529,GAYATRI VIDYA PARISHID COLLAGE OF ENGINEERING (AUTONOMOUS)),1,Not Found
1530,GAYATRIVIDYAPARISHAD,1,Not Found
1531,GD GOENKA,1,Haryana
1532,GANDHI INSTITUTE OF TECHNOLOGY,1,Odisha
1533,NXT WAVE,1,Telangana
1534,NXTWAVE INSTITUTE OF ADVANCED TECHNOLOGIES,1,Andhra Pradesh
1535,Narasimha Reddy Engineering,1,Telangana
1536,Nishitha Degree College,1,Telangana
1537,Nishitha degree and pg college,1,Telangana
1538,Nishitha pg college,1,Telangana
1539,Nri Institute Of Technology,1,Andhra Pradesh
1540,GAUHATI UNIVERSITY INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Assam
1541,GAYATHRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES A,1,Andhra Pradesh
1542,GAYATHRI VIDYA PARISHAD PG AND DEGREE COURSES(A),1,Andhra Pradesh
1543,GAYATRI VIDHYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,1,Andhra Pradesh
1544,GAYATRI VIDHYA PARISHAD COLLEGE OF ENGINEERING,1,Andhra Pradesh
1545,GAYATRI VIDHYA PARSHID,1,Not Found
1546,FREELANCE CONTENT WRITER,1,-
1547,OREGON STATE UNIVERSITY,1,US
1548,ORGANIZATION,1,-
1549,OSMANI UNIVERSITY PG COLLEGE,1,Telangana
1550,"OSMANIA DEGREE COLLEGE, KURNOOL",1,Andhra Pradesh
1551,OSMANIA UNIVERSE,1,Telangana
1552,OSOS PVT LTD,1,Tamil Nadu
1553,OTHERS,1,-
1554,OU UNIVERSITY,1,Telangana
1555,NTTF,1,Karnataka
1556,PESITM,1,Karnataka
1557,PIMPRI CHINCHWAD COLLEGE OF ENGINEERING PUNE,1,Maharashtra
1558,PLAKSHA UNIVERSITY,1,Punjab
1559,OUTLIER,1,-
1560,OZONETEL COMMUNICATION PVT. LTD.,1,Telangana
1561,Omega,1,Arunachal Pradesh
1562,Osmina university,1,Telangana
1563,P.E.S COLLEGE OF ENGINEERING,1,Karnataka
1564,P.R.POTE PATIL COLLEGE OF ENGINEERING AND MANAGEMENT,1,Maharashtra
1565,P.S.V COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1566,PACE INSTITUE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
1567,PACE INSTITUTION OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
1568,PADMASRI B.V.RAJU INSTITUTE OF TECHNOLOGY,1,Telangana
1569,PALAR AGRICULTURAL COLLEGE,1,Tamil Nadu
1570,"PANDIT DEENDAYAL ENERGY UNIVERSITY, GANDHINAGAR",1,Gujarat
1571,ORACLE INDIA PVT LTD,1,Karnataka
1572,FRESHER,1,-
1573,G NARAYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1574,G NARAYANANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Telangana
1575,G PULLA REDDY ENGINEERING COLLEGE AUTONOMOUS,1,Not Found
1576,"G PULLA REDDY ENGINEERING COLLEGE, KURNOOL",1,Andhra Pradesh
1577,G. NARAYANAMMA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Telangana
1578,G. PULLAIAH COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1579,G.NARAYANAMMA INSTITUE OF TECHNOLOGY AND SCIENCE,1,Not Found
1580,G.NARAYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1581,ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,1,Tamil Nadu
1582,PARUL INSTITUTE OF TECHNOLOGY,1,Not Found
1583,PARVATHANENI BRAHMAYYA SIDDHARTHA COLLEGE OF ARTS & SCIENCE,1,Andhra Pradesh
1584,PB SIDDHARTHA COLLEGE,1,Not Found
1585,PBR VISVODAYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
1586,PBRVITS - PARVATHA REDDY BABUL REDDY VISVODAYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Not Found
1587,PERSPECTAI,1,Telangana
1588,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,1,Telangana
1589,PROFESSOR JAYASHANKHAR TELANGANA STATE AGRICULTURAL UNIVERSITY,1,Telangana
1590,PSCMR,1,Andhra Pradesh
1591,PSCMR ENGENEERING COLLEGE,1,Andhra Pradesh
1592,PONNAIYAH RAMAJAYAM INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
1593,POTTI SRI RAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1594,POTTI SRIRAMULU CHALVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1595,POTTI SRIRAMULU COLLEGE OF ENGINEERING,1,Not Found
1596,POWERTEL SOLUTIONS,1,Telangana
1597,PRAGATHI,1,Telangana
1598,PRAGNYA DEGREE COLLEGE,1,Andhra Pradesh
1599,PRAKASAM ENGINEERING COLLEGE(JNTUK),1,Andhra Pradesh
1600,PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1601,PRASAD V. POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1602,"PRASAD V.POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY, VIJAYAWADA",1,Andhra Pradesh
1603,"PANDIT DWARKA PRASAD MISHRA INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, DESIGN & MANUFACTURING (PDPM IIITDM).",1,Not Found
1604,PURDUE UNIVERSITY,1,US
1605,Pandit Deendayal Energy University,1,Gujarat
1606,Pccoe,1,Maharashtra
1607,Psg institute of technology and applied research,1,Tamil Nadu
1608,Q2 SOFTWARE,1,Telangana
1609,QIS COLLEGE OF ENGINEERING,1,Andhra Pradesh
1610,"QIS COLLEGE OF ENGINEERING AND TECHNOLOGY, VENGAMUKKAPALEM, ONGOLE",1,Andhra Pradesh
1611,QISCET - QIS COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1612,QUANTUM UNIVERSITY ROORKEE UTTARAKHAND INDIA,1,Uttarakhand
1613,PRESIDENCY UNIVERSITY RAJANKUNTE,1,Karnataka
1614,PRESIDENCY UNIVERSITY.,1,West Bengal
1615,PRINCETON PG COLLEGE OF MANAGEMENT & IT,1,Telangana
1616,PRIST DEEMED UNIVERSITY,1,Tamil Nadu
1617,PRIYADARSHINI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Maharashtra
1618,PRIYADARSHINI DEGREE COLLEGE,1,Telangana
1619,PRODIGY SYSTEMS AND SERVICE PRIVATE LIMITED,1,Telangana
1620,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING, HOSUR",1,Tamil Nadu
1621,ERICSSON,1,Haryana
1622,EVERNORTH HEALTH SERVICES,1,Maharashtra
1623,"EX AMAZON, WIPRO, HSBC",1,Telangana
1624,EXCEL ENGINEERING COLLEGE,1,Tamil Nadu
1625,EXPERIAN,1,Maharashtra
1626,EY,1,-
1627,F. C. RODRIGUES INSTITUTE OF TECHNOLOGY,1,Maharashtra
1628,FERGUSON CENTRE FOR HIGHER LEARNING,1,Maharashtra
1629,FISERV,1,Maharashtra
1630,FLORIDA ATLANTIC UNIVERSITY,1,US
1631,"FLORIDA ATLANTIC UNIVERSITY, GURU NANAK INSTITUTIONS TECHNICAL CAMPUS",1,Telangana
1632,FLORIDA INTERNATIONAL UNIVERSITY,1,US
1633,DWARKADAS J SANGHVI COLLEGE OF ENGINEERING,1,Maharashtra
1634,PTU-PUDUCHERRY TECHNOLOGICAL UNIVERSITY,1,Not Found
1635,PUNJAB TECHNICAL UNIVERSITY,1,Not Found
1636,"RAGIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES,R K VALLEY",1,Andhra Pradesh
1637,RAGIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES BASAR,1,Telangana
1638,RAJ KUMAR GEOL INSTITUTE OF TECHNOLOGY,1,West Bengal
1639,QUEEN MARY UNIVERSITY OF LONDON ( GRADUATE ),1,-
1640,QUIXY,1,West Bengal
1641,R,1,-
1642,R V INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Karnataka
1643,R V.R & J.C COLLEGE OF ENGINEERING,1,Andhra Pradesh
1644,"R. C. PATEL INSTITUTE OF TECHNOLOGY, SHIRPUR",1,Not Found
1645,R. V. R & J. C. COLLEGE OF ENGINEERING,1,Andhra Pradesh
1646,R.M.D. ENGINEERING COLLEGE,1,Tamil Nadu
1647,R.V.R & J. C COLLEGE OF ENGINEERING,1,Andhra Pradesh
1648,R.V.R & J.C CE,1,Andhra Pradesh
1649,R.V.R & J.C. COLLEGE OF ENGINEERING,1,Andhra Pradesh
1650,R.V.R &J.C College Of Engineering,1,Andhra Pradesh
1651,PSG Polytechnic college,1,Tamil Nadu
1652,RAJEEV GANDHI MEMORIAL COLLAGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1653,RAJEEV GANDHI MEMORIAL COLLEGE,1,Andhra Pradesh
1654,RAJEEV GANDHI MEMORIAL COLLEGE AND ENGINEERING TECHNOLOGY,1,Andhra Pradesh
1655,RAJEEV GANDHI MEMORIAL COLLEGE ENGINEERING AND TECHNOLOGY,1,Not Found
1656,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND,1,Andhra Pradesh
1657,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLGY,1,Not Found
1658,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),1,Andhra Pradesh
1659,R.V.R &JC COLLEGE OF ENGINEERING,1,Andhra Pradesh
1660,R.V.R AND J.C COLLEGE OF ENGINEERING,1,Not Found
1661,R.V.R. & J.C COLLEGE OF ENGINEERING,1,Not Found
1662,R.V.R. & J.C.College Of Engineering,1,Andhra Pradesh
1663,R.V.R. AND J.C. COLLEGE OF ENGINEERING,1,Andhra Pradesh
1664,R.V.R. J.C. COLLEGE OF ENGINEERING,1,Andhra Pradesh
1665,RADHAKRISHNAMATTA5757@GMAIL.COM,1,-
1666,RAGHAVENDRA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,1,Andhra Pradesh
1667,RAGHU ENGINEERING COLLEGE AFFILIATED BY JNTV,1,Andhra Pradesh
1668,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINNERING AND TECHNOLOGY,1,Andhra Pradesh
1669,RAJEEV GANDHI MEMORIAL INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1670,RAJEEV GANDHI MEMORIAL INSTITUTE OF TECHNOLOGY AND ENGINEERING,1,Andhra Pradesh
1671,RAJEEV GANDI MEMORIAL COLLAGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1672,RAJEEV GANDI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1673,RAJEEV GHANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1674,"RAJIV GANDHI INSTITUTE OF KNOWLEDGE AND TECHNOLOGIES ,RK VALLEY",1,Andhra Pradesh
1675,RAJIV GANDHI INSTITUTE OF TECHNOLOGIES NUZVID,1,Andhra Pradesh
1676,RAJIV GANDHI MEMORIAL COLLEGE NANDYAL,1,Andhra Pradesh
1677,RAJA BAHADUR VENKATA RAMA REDDY INSTITUTE OF TECHNOLOGY,1,Telangana
1678,RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS AGRA,1,Not Found
1679,RAJAMAHENDRI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1680,RAJARAJESWARI COLLEGE OF ENGINEERING,1,Karnataka
1681,RAJEEV GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Puducherry
1682,RAJEEV GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Kerala
1683,RAJEEV GANDHI INSTITUTE OF TECHNOLOGY,1,Not Found
1684,Driems University,1,Odisha
1685,E,1,Maharashtra
1686,EADA BUSINESS SCHOOL,1,Spain
1687,EAST POINT COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
1688,EASWARI ENGINEERING COLLEGE,1,Tamil Nadu
1689,ECE,1,Tamil Nadu
1690,EFICENS SYSTEMS,1,Tamil Nadu
1691,ELLANKI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1692,ELURU COLLEGE OF ENGINEERING,1,Not Found
1693,ELURU COLLEGE OF ENGINEERING ANDTECHNOLOGY,1,Andhra Pradesh
1694,ENGINEERING COLLEGE,1,-
1695,ER. PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,1,Tamil Nadu
1696,DR.LANKAPALLI BULLAYYA COLLEGE OF ENGINEERING,1,Not Found
1697,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY NANDHYAL,1,Andhra Pradesh
1698,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY NANDYAL,1,Not Found
1699,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY- AUTONOMOUS,1,Andhra Pradesh
1700,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES - RKVALLEY,1,Andhra Pradesh
1701,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES - SRIKAKULAM,1,Andhra Pradesh
1702,RAJIV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1703,RAJIV GANDHI UNIVERSITY AND KNOWLEDGE TECHNOLOGIES,1,Andhra Pradesh
1704,RAJIV GANDHI UNIVERSITY KF KNOWLEDGR AND TECHNOLOGY,1,Andhra Pradesh
1705,"RAJIV GANDHI UNIVERSITY KNOWLEDGE TECHNOLOGIES, NUZVID",1,Andhra Pradesh
1706,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES -NUZVID,1,Andhra Pradesh
1707,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES RK VALLEY IIIT IDUPULAPAYA KADAPA,1,Andhra Pradesh
1708,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES RKVALLEY,1,Andhra Pradesh
1709,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES(BASAR),1,Telangana
1710,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES, BASR",1,Telangana
1711,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES, IIIT BASAR",1,Telangana
1712,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES,SRIKAKULAM",1,Andhra Pradesh
1713,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES-NUZVID,1,Not Found
1714,RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,1,Andhra Pradesh
1715,"Dr.A.P.J. Abdul Kalam Technical University, Lucknow",1,Uttar Pradesh
1716,DR.MGR UNIVERSITY,1,Tamil Nadu
1717,DR.VRK WOMEN'S OF ENGINEERING AND TECHNOLOGY,1,Not Found
1718,DRK COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Not Found
1719,DRONACHARYA COLLEGE OF ENGINEERING,1,Haryana
1720,DVR & DR HS MIC COLLEGE OF TECHNOLOGY,1,Andhra Pradesh
1721,DVR &DRHS MIC COLLEGE OF TECHNOLOGY,1,Andhra Pradesh
1722,DVR DR HS MIC COLLEGE OF TECHNOLOGY,1,Andhra Pradesh
1723,"DR. B.C ROY ENGINEERING COLLEGE, DURGAPUR",1,West Bengal
1724,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY BASAR,1,Telangana
1725,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY ONGOLE,1,Andhra Pradesh
1726,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY RK VALLEY UDUPU,1,Andhra Pradesh
1727,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY,BASAR",1,Telangana
1728,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOOGIES, BASAR",1,Telangana
1729,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECNOLOGIES ONGOLE,1,Andhra Pradesh
1730,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES (AUTONOMOUS),1,Andhra Pradesh
1731,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES ,BASAR",1,Telangana
1732,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGY NUZVID,1,Andhra Pradesh
1733,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGY, RK VALLEY",1,Andhra Pradesh
1734,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGY,BASAR",1,Telangana
1735,RAJIV GANDHI UNIVERSITY OF KNOWLEGE TECHNOLOGIES BASAR,1,Telangana
1736,RAMACHANDRA COLLEGE OF ENGINEERING VATLUR,1,Andhra Pradesh
1737,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES ANDHRA PRADESH,1,Andhra Pradesh
1738,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES OF BASAR,1,Not Found
1739,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES RK VALLEY,1,Andhra Pradesh
1740,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES RKVALLEY,1,Andhra Pradesh
1741,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, ANDHRA PRADESH",1,Andhra Pradesh
1742,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR.",1,Telangana
1743,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASARA, NIRMAL",1,Telangana
1744,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, IIIT BASAR",1,Telangana
1745,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, IIIT RK VALLEY",1,Andhra Pradesh
1746,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, ONGOLE CAMPUS",1,Andhra Pradesh
1747,DR.MGR EDUCATIONAL AND RESEARCH INSTITUTE UNIVERSITY,1,Tamil Nadu
1748,RAMAKRISHNA DEGREE AND PG COLLEGE,1,Telangana
1749,RAO'S COLLEGE,1,Telangana
1750,RAVI KISHORE VUJJENI,1,Telangana
1751,RAYALA SEMA UNIVRSITY,1,Not Found
1752,RAYALASEEMA UNIVERSITY ENGINEERING COLLEGE,1,Not Found
1753,RAYALASEEMA UNIVERSITY ENGINEERING OF COLLEGE,1,Not Found
1754,RAYALASEEMA UNIVERSITY OF ENGINEERING COLLEGE,1,Not Found
1755,RAYALASEEMA UNIVERSITY OF ENGINEERING COLLEGE KURNOOL,1,Not Found
1756,RAYALASEMA UNIVERSITY,1,Not Found
1757,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,IIIT BASAR",1,Telangana
1758,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,NUZVID",1,Not Found
1759,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,RK VALLEY",1,Andhra Pradesh
1760,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,SRIKAKULAM",1,Andhra Pradesh
1761,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES- BASAR,1,Telangana
1762,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES-SRIKAKULAM,1,Not Found
1763,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGY BASAR,1,Telangana
1764,"DR. B.C.ROY ENGINEERING COLLEGE, DURGAPUR",1,West Bengal
1765,DR. BC ROY ENGINEERING COLLEGE DURGAPUR WEST BENGAL,1,West Bengal
1766,DR. K. V. SUBBA REDDY INSTITUTE OF TECHNOLOGY,1,Not Found
1767,DR. LANKAPALLI BULLAYYA COLLEGE,1,Not Found
1768,DR. LANKAPALLI BULLAYYA COLLEGE OF ENGINEERING,1,Not Found
1769,DR. M.G.R EDUCATIONAL AND RESEARCH INSTITUTE,1,Tamil Nadu
1770,DR.B.C. ROY ENGINEERING COLLEGE,1,West Bengal
1771,DR.BC.ROY ENGINEERING COLLEGE,1,West Bengal
1772,DR.HARI SINGH GOUR UNIVERSITY,1,Madhya Pradesh
1773,DR.K.V. SUBBA REDDY INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1774,DR.K.V.SUBBAREDDY INSTITUTE OF TECHNOLOGY,1,Not Found
1775,DR.KVSRIT,1,Not Found
1776,DR.LANKAPALLI BULLAYA COLLAGE OF ENGINEERING,1,Not Found
1777,DONT HAVE SUCH,1,Maharashtra
1778,RAMAIAH INSTITUTE OF TECHNOLOGY,1,Karnataka
1779,RAMAIAH UNIVERSITY OF APPLIED SCIENCES,1,Karnataka
1780,RGUKT IIIT NUZVID,1,Andhra Pradesh
1781,RGUKT IIIT ONGOLE,1,Not Found
1782,RAYALASEMA UNIVERSITY COLLEGE OF ENGINEERING,1,Andhra Pradesh
1783,RAYALASEMMA UNIVERSITY COLLEGE OF ENGINEERING,1,Not Found
1784,RAYAPATI VENKATA RANGARAO & JAGARLAMUDI CHANDRAMOULI,1,Andhra Pradesh
1785,RAYAT BAHRA INSTITUTE OF ENGINEERING AND NANO TECHNOLOGY,1,Punjab
1786,REALPAGE,1,Telangana
1787,REKHA SAKIPALLI,1,Telangana
1788,RESEARCH SCHOLAR OU,1,Telangana
1789,RG KEDIA COLLEGE OF COURSE,1,Not Found
1790,RGM,1,Andhra Pradesh
1791,RGM COLLAGE OF ENGINEERING,1,Andhra Pradesh
